58469.0,(, OHIO,2012)
50255.67,(AGAT, NA,2012)
26395.0,(PITI, NA,2012)
13554.67,(ROTA, NA,2012)
40885.33,(YONA, NA,2012)
48110.0,(, FLORIDA,2012)
36227.5,(ADA, OHIO,2012)
26395.0,(MAITE, NA,2012)
51251.0,(NA, TEXAS,2012)
34528.0,(ORDOT, NA,2012)
51573.5,(ROY, UTAH,2012)
46156.17,(TUMON, NA,2012)
61484.5,(TX, TEXAS,2012)
57096.0,(, COLORADO,2012)
49546.0,(, MISSOURI,2012)
45950.78,(AMES, IOWA,2012)
47563.0,(ANNA, OHIO,2012)
79477.0,(AVON, OHIO,2012)
59322.0,(BOSTON, NA,2012)
46454.67,(DEDEDO, NA,2012)
82867.0,(DFW, TEXAS,2012)
54080.0,(DULLES, NA,2012)
77443.5,(ENON, OHIO,2012)
59280.0,(ETNA, OHIO,2012)
40731.78,(HARMON, NA,2012)
40560.0,(IOWA, IOWA,2012)
43777.84,(KENT, OHIO,2012)
62082.18,(LEHI, UTAH,2012)
205100.0,(LEON, IOWA,2012)
59084.72,(LIMA, OHIO,2012)
50648.0,(OHIO, OHIO,2012)
61380.18,(OREM, UTAH,2012)
84916.0,(RESTON, NA,2012)
28196.75,(SAIPAN, NA,2012)
56139.0,(SPARKS, NA,2012)
75184.83,(STOW, OHIO,2012)
23608.0,(SUSUPE, NA,2012)
33072.0,(TINIAN, NA,2012)
67376.06,(TROY, OHIO,2012)
48194.0,(VEYO, UTAH,2012)
74381.0,(4000, TEXAS,2012)
64683.43,(AKRON, OHIO,2012)
50461.0,(ALGER, OHIO,2012)
61332.33,(AMANA, IOWA,2012)
59218.0,(ANNA, TEXAS,2012)
26478.0,(AS LITO, NA,2012)
58600.0,(ATLANTA, NA,2012)
78780.0,(AZLE, TEXAS,2012)
55119.75,(BEREA, OHIO,2012)
119122.0,(BRITT, IOWA,2012)
45770.0,(BRYAN, OHIO,2012)
68973.0,(BUDA, TEXAS,2012)
47400.0,(BUHL, IDAHO,2012)
52243.82,(CLIVE, IOWA,2012)
236000.0,(CLYDE, OHIO,2012)
75391.6,(DOVER, OHIO,2012)
56513.0,(EATON, OHIO,2012)
42764.0,(ELGIN, IOWA,2012)
43042.78,(HAGATNA, NA,2012)
79310.0,(HIRAM, OHIO,2012)
43789.67,(HURON, OHIO,2012)
148366.0,(KALON, IOWA,2012)
73309.47,(KATY, TEXAS,2012)
55698.83,(KYLE, TEXAS,2012)
33946.0,(LAMAR, IOWA,2012)
54621.0,(LEHI, IDAHO,2012)
52894.5,(LINN, TEXAS,2012)
45258.78,(LOGAN, UTAH,2012)
94187.67,(MAGNA, UTAH,2012)
62807.39,(MASON, OHIO,2012)
77085.0,(MAUD, TEXAS,2012)
116376.0,(MILO, MAINE,2012)
66997.0,(NILES, OHIO,2012)
51792.35,(OGDEN, UTAH,2012)
75696.75,(PARMA, OHIO,2012)
57505.8,(PELLA, IOWA,2012)
73647.75,(PIQUA, OHIO,2012)
72530.0,(PRICE, UTAH,2012)
56859.57,(PROVO, UTAH,2012)
47549.0,(RENO, TEXAS,2012)
68411.0,(SALEM, OHIO,2012)
64522.51,(SANDY, UTAH,2012)
56703.75,(SOLON, OHIO,2012)
49420.0,(ST, FLORIDA,2012)
45632.0,(TAFT, TEXAS,2012)
49433.66,(WACO, TEXAS,2012)
75899.0,(XENIA, OHIO,2012)
127109.0,(YORK, MAINE,2012)
31158.0,(, CALIFORNIA,2012)
52478.0,(, NEW JERSEY,2012)
92955.0,(5E, NEW YORK,2012)
67599.67,(AIEA, HAWAII,2012)
34920.42,(AJO, ARIZONA,2012)
60174.0,(ALBANY, OHIO,2012)
24853.0,(ALEDO, TEXAS,2012)
54142.0,(ALGONA, IOWA,2012)
57248.46,(ALICE, TEXAS,2012)
56986.12,(ALLEN, TEXAS,2012)
58506.1,(ALVIN, TEXAS,2012)
54796.73,(AMELIA, OHIO,2012)
108505.18,(ANKENY, IOWA,2012)
35069.0,(ANSON, TEXAS,2012)
51250.2,(ATHENS, OHIO,2012)
34631.5,(ATHOL, IDAHO,2012)
64661.0,(ATL, GEORGIA,2012)
61547.0,(AURORA, OHIO,2012)
30170.0,(BEALS, MAINE,2012)
66270.45,(BEND, OREGON,2012)
60517.2,(BOISE, IDAHO,2012)
55619.0,(BRISBANE, NA,2012)
61302.65,(BRYAN, TEXAS,2012)
71894.58,(CANTON, OHIO,2012)
62670.0,(CLEVES, OHIO,2012)
42370.0,(CLUTE, TEXAS,2012)
85696.0,(COPLEY, OHIO,2012)
44310.33,(CRANE, TEXAS,2012)
42952.0,(CRESCO, IOWA,2012)
55142.5,(CUERO, TEXAS,2012)
56548.94,(DAYTON, OHIO,2012)
37855.17,(DONNA, TEXAS,2012)
64892.73,(DRAPER, UTAH,2012)
63085.86,(DUBLIN, OHIO,2012)
50752.0,(DURANT, IOWA,2012)
73122.5,(EAGLE, IDAHO,2012)
45692.0,(ELGIN, TEXAS,2012)
75735.42,(ELKO, NEVADA,2012)
70093.52,(ELYRIA, OHIO,2012)
64929.0,(ENNIS, TEXAS,2012)
49971.19,(EUCLID, OHIO,2012)
41500.0,(FREER, TEXAS,2012)
82066.5,(GIRARD, OHIO,2012)
79763.58,(HAYS, KANSAS,2012)
50024.0,(HEBRON, OHIO,2012)
50992.71,(HILO, HAWAII,2012)
57836.9,(HUDSON, OHIO,2012)
66872.46,(HURST, TEXAS,2012)
59696.0,(HUTTO, TEXAS,2012)
72134.0,(HUXLEY, IOWA,2012)
29120.0,(IOLA, KANSAS,2012)
45364.0,(JAY, FLORIDA,2012)
27477.0,(JEWELL, IOWA,2012)
38312.0,(KEENE, TEXAS,2012)
75414.0,(KEMAH, TEXAS,2012)
51480.0,(KEOKUK, IOWA,2012)
70033.5,(KULA, HAWAII,2012)
49514.0,(LAIE, HAWAII,2012)
25773.5,(LAMONI, IOWA,2012)
44880.5,(LAYTON, UTAH,2012)
34882.0,(LEE, FLORIDA,2012)
65220.0,(LINDON, UTAH,2012)
54620.0,(LINN, KANSAS,2012)
17202.0,(LIPAN, TEXAS,2012)
51584.0,(LONDON, OHIO,2012)
55730.41,(LORAIN, OHIO,2012)
46740.0,(LUCAS, TEXAS,2012)
91187.0,(LYTLE, TEXAS,2012)
41702.38,(MANGILAO, NA,2012)
